,GPS經度,GPS緯度,發生縣市名稱,肇因研判子類別名稱-主要,速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,risk
2629,120.203312,23.121222,臺南市西港區段號慶安李慶安路與中山路口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2647,120.203312,23.121222,臺南市西港區西港里中山路段巷弄號口與慶安路段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
2649,120.203312,23.121222,臺南市西港區慶安里中山路段慶安路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2655,120.203312,23.121222,臺南市西港區中山路段口慶安里慶安路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2658,120.203312,23.121222,臺南市西港區慶安里中山路段巷弄號口與慶安路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2667,120.203312,23.121222,臺南市西港區慶安里中山路段慶安路口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
2668,120.203312,23.121222,臺南市西港區西港里中山路段巷弄號口與慶安路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2701,120.203312,23.121222,臺南市西港區中山路段附近慶安路,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,low
2703,120.203312,23.121222,臺南市西港區慶安里慶安路段中山路口巷弄號,未依規定讓車,40,交岔路,交叉路口,行車管制號誌,low
2705,120.203312,23.121222,臺南市西港區中山路段口西港里慶安路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2706,120.203312,23.121222,臺南市西港區中山路段口慶安路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2710,120.203312,23.121222,臺南市西港區慶安里中山路段號慶安路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
2711,120.203312,23.121222,臺南市西港區慶安路段巷弄號口與中山路段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
56729,120.131382,23.117828,臺南市七股區段,未注意車前狀態,30,單路部分,路段,無號誌,low
56743,120.131382,23.117828,臺南市七股區段,未注意車前狀態,70,單路部分,路段,無號誌,low
56746,120.131382,23.117828,臺南市七股區段,未保持行車安全距離,30,單路部分,路段,無號誌,low
56752,120.131382,23.117828,臺南市七股區段口巷弄號,不明原因肇事,70,單路部分,路段,無號誌,low
56769,120.131382,23.117828,臺南市七股區段,未保持行車安全距離,70,單路部分,路段,無號誌,low
56770,120.131382,23.117828,臺南市七股區段口巷弄號,未保持行車安全間隔,60,交岔路,交叉路口,行車管制號誌,low
56773,120.131382,23.117828,臺南市七股區段,未注意車前狀態,30,單路部分,路段,無號誌,low
56780,120.131382,23.117828,臺南市七股區段,尚未發現肇事因素,70,單路部分,路段,無號誌,low
56782,120.131382,23.117828,臺南市七股區段,未注意車前狀態,70,單路部分,路段,無號誌,low
56795,120.131382,23.117828,臺南市七股區段號,未注意車前狀態,70,單路部分,路段,無號誌,low
56800,120.131382,23.117828,臺南市七股區段,未注意車前狀態,70,單路部分,路段,無號誌,low
56809,120.131382,23.117828,臺南市七股區段臺17線161.5公里處,未注意車前狀態,70,單路部分,路段,無號誌,low
56819,120.131382,23.117828,臺南市七股區段台17公路159.3公里處附近三岔路口,未依規定讓車,50,交岔路,交叉路口,閃光號誌,low
73652,120.170489,23.169477,臺南市佳里區安西里忠孝路段巷弄號口與佳西路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73655,120.170489,23.169477,臺南市佳里區安西里忠孝路段巷弄號口與佳西路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73656,120.170489,23.169477,臺南市佳里區安西里忠孝路段佳西路口巷弄號,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
73667,120.170489,23.169477,臺南市佳里區忠孝路段口安西里佳北路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73668,120.170489,23.169477,臺南市佳里區安西里忠孝路段口安西里安北路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73677,120.170489,23.169477,臺南市佳里區安西里忠孝路段巷弄號口與佳西路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
73678,120.170489,23.169477,臺南市佳里區安西里忠孝路段佳北路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73679,120.170489,23.169477,臺南市佳里區段口巷弄號佳西路與忠孝路,不明原因肇事,50,交岔路,交叉路口,行車管制號誌,low
73684,120.170489,23.169477,臺南市佳里區安西里忠孝路段巷弄號口與佳西路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73688,120.170489,23.169477,臺南市佳里區安西里忠孝路段巷弄號口與佳西路段巷弄口,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,low
73693,120.170489,23.169477,臺南市佳里區安西里忠孝路段號佳北路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
73695,120.170489,23.169477,臺南市佳里區忠孝路段口佳北路,違規超車,50,交岔路,交叉路口,行車管制號誌,low
73697,120.170489,23.169477,臺南市佳里區忠孝路段口佳北路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
76327,120.174742,23.159947,臺南市佳里區建南里光復路段號新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
76332,120.174742,23.159947,臺南市佳里區新生路段口光復路,起步未注意其他車(人)安全,50,交岔路,交叉路口,行車管制號誌,low
76357,120.174742,23.159947,臺南市佳里區建南里新生路段號光復路,搶越行人穿越道,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),low
76358,120.174742,23.159947,臺南市佳里區建南里光復路段新生路口巷弄號,違反號誌管制或指揮,40,交岔路,交叉路口,行車管制號誌,low
76360,120.174742,23.159947,臺南市佳里區新生路段口光復路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
76378,120.174742,23.159947,臺南市佳里區建南里光復路段號新生路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),low
76385,120.174742,23.159947,臺南市佳里區光復路段口新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),low
76391,120.174742,23.159947,臺南市佳里區新生路段口光復路,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
76399,120.174742,23.159947,臺南市佳里區建南里光復路段巷弄號口與新生路段巷弄口,左轉彎未依規定,40,交岔路,交叉路口,行車管制號誌,low
76400,120.174742,23.159947,臺南市佳里區建南里光復路段巷弄號口與新生路段巷弄口,迴轉未依規定,50,交岔路,交叉路口,無號誌,low
76404,120.174742,23.159947,臺南市佳里區光復路段口新生路,迴轉未依規定,50,交岔路,交叉路口,行車管制號誌,low
76408,120.174742,23.159947,臺南市佳里區光復路段號新生路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
76413,120.174742,23.159947,臺南市佳里區建南里光復路段號新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
76431,120.174742,23.159947,臺南市佳里區建南里光復路段新生路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
76432,120.174742,23.159947,臺南市佳里區建南里新生路段巷弄號口與光復路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
76435,120.174742,23.159947,臺南市佳里區光復路段口建南里新生路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
76440,120.174742,23.159947,臺南市佳里區光復路段口建南里新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79352,120.178358,23.160623,臺南市佳里區新生路段口延平路,未依規定讓車,50,交岔路,交叉路口,閃光號誌,low
79366,120.178244,23.154017,臺南市佳里區仁愛路段號勝利路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
79374,120.178358,23.160623,臺南市佳里區忠仁里延平路段巷弄號口與新生路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79375,120.178244,23.154017,臺南市佳里區勝利路段附近仁愛路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
79378,120.178244,23.154017,臺南市佳里區建南里中山路段仁愛路口巷弄號,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,low
79379,120.178358,23.160623,臺南市佳里區建南里延平路段巷弄號口與新生路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79404,120.178358,23.160623,臺南市佳里區延平路段口新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79415,120.178244,23.154017,臺南市佳里區鎮山里中山路段口鎮山里仁愛路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
79430,120.178244,23.154017,臺南市佳里區勝利路段口仁愛路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
79433,120.178358,23.160623,臺南市佳里區建南里延平路段口建南里新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79434,120.178358,23.160623,臺南市佳里區延平路段口忠仁里新生路,起步未注意其他車(人)安全,50,單路部分,路段,無號誌,low
79444,120.178244,23.154017,臺南市佳里區建南里中山路段仁愛路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
79446,120.178244,23.154017,臺南市佳里區建南里中山路段仁愛路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79447,120.178244,23.154017,臺南市佳里區中山路段號仁愛路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79451,120.178358,23.160623,臺南市佳里區東寧里延平路段巷弄號口與新生路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
79460,120.178358,23.160623,臺南市佳里區東寧里延平路段號新生路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
79462,120.178358,23.160623,臺南市佳里區東寧里延平路段號新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79475,120.178358,23.160623,臺南市佳里區東寧里新生路段延平路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
79482,120.178244,23.154017,臺南市佳里區仁愛路段口勝利路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
79488,120.178358,23.160623,臺南市佳里區延平路段口東寧里新生路,未依規定讓車,40,交岔路,交叉路口,行車管制號誌,low
79493,120.178358,23.160623,臺南市佳里區忠仁里延平路段巷弄號口與新生路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79494,120.178244,23.154017,臺南市佳里區建南里中山路段口建南里仁愛路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
79496,120.178244,23.154017,臺南市佳里區鎮山里勝利路段口鎮山里仁愛路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
79501,120.178244,23.154017,臺南市佳里區中山路段口仁愛路,未保持行車安全間隔,50,交岔路,交叉路口,行車管制號誌,low
79502,120.178358,23.160623,臺南市佳里區東寧里延平路段巷弄號口與新生路段巷弄口,未保持行車安全間隔,50,交岔路,交叉路口,行車管制號誌,low
79506,120.178358,23.160623,臺南市佳里區東寧里延平路段巷弄號口與新生路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
79509,120.178358,23.160623,臺南市佳里區東寧里延平路段號新生路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79527,120.178244,23.154017,臺南市佳里區仁愛路段口勝利路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,low
79531,120.178358,23.160623,臺南市佳里區新生路段口延平路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
84209,120.184293,23.151901,臺南市佳里區佳東路段號仁愛路,未依規定減速,50,交岔路,交叉路口,閃光號誌,low
84216,120.184293,23.151901,臺南市七股區段號,未保持行車安全距離,70,單路部分,路段,無號誌,low
84226,120.184293,23.151901,臺南市佳里區鎮山里佳東路段巷弄號口與仁愛路段巷弄口,未保持行車安全間隔,50,交岔路,交叉路口,行車管制號誌,low
84228,120.184293,23.151901,臺南市佳里區佳東路段口仁愛路,變換車道或方向不當,60,交岔路,交叉路口,行車管制號誌,low
84234,120.184293,23.151901,臺南市佳里區佳東路段口鎮山里仁愛路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
84240,120.184293,23.151901,臺南市佳里區佳東路段附近仁愛路,未保持行車安全間隔,50,交岔路,交叉路口,行車管制號誌,low
84243,120.184293,23.151901,臺南市佳里區佳東路段號仁愛路,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
84249,120.184293,23.151901,臺南市佳里區鎮山里仁愛路段巷弄號口與佳東路段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
84253,120.184293,23.151901,臺南市佳里區省道臺19線段口鎮山里佳東路,未注意車前狀態,40,交岔路,交叉路口,行車管制號誌,low
84261,120.184293,23.151901,臺南市佳里區佳東路段口仁愛路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
84266,120.184293,23.151901,臺南市佳里區佳東路段口仁愛路,違反號誌管制或指揮,60,交岔路,交叉路口,行車管制號誌,low
84270,120.184293,23.151901,臺南市佳里區鎮山里仁愛路段口鎮山里佳南路,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,low
84275,120.184293,23.151901,臺南市佳里區佳東路段號仁愛路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
84278,120.184293,23.151901,臺南市佳里區佳東路段仁愛路口巷弄號,橫越道路不慎,50,交岔路,交叉路口,行車管制號誌,low
84281,120.184293,23.151901,臺南市佳里區鎮山里佳東路段佳南路口巷弄號,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
84282,120.184293,23.151901,臺南市佳里區鎮山里佳東路段仁愛路口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,low
84283,120.184293,23.151901,臺南市佳里區佳東路段巷弄號口與仁愛路段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,low
84285,120.184293,23.151901,臺南市佳里區佳東路段號仁愛路,違反號誌管制或指揮,60,交岔路,交叉路口,行車管制號誌,low
84287,120.184293,23.151901,臺南市佳里區鎮山里佳東路段仁愛路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,low
